fecha|hora|pais|operadora|vuelo_numero|ruta|tipo_aeronave|registro_aeronave|abordo|pasajeros|tripulantes|bajas|bajas_pasajeros|bajas_tripulacion|bajas_tierra|Descripcion|country
1943-01-09|10:30|Portugal|British Overseas Airways||Lisbon  London|Short Brothers||15|11|4|13|10|3|0|Crashed into the River Tagus after a fire broke out aboard the plane While attempting an emergency landing the ship porpoised and slamed back down and broke up The separation of a cylinder may have thrown out oil and started the blaze|
1943-01-15|nan|Guyana|Military  US Army Air Forces|||McDonnell Douglas||35|26|9|35|26|9|0|Exploded in midair and crashed along the coast of South American while en route to Africa|
1943-01-18|23:00|Brazil|Military  US Army Air Forces||Accra Ghana  Natal Brazil|other||26|20|6|26|20|6|0|Disappeared while en route Life boats with dead bodies found 100 km away|
1943-01-21|07:30|other|Pan American World Airways|V-1104|Honolulu  San Francisco|Lockheed Martin||19|10|9|19|10|9|0|Flew into a 2500 ft mountain while circling in bad weather after being unable to land in darkness and deciding whether to divert to San Diego Clipped trees struck the ground and broke up  Failure of the captain to determine his position accurately before descending to a dangerously low altitude under extremely poor weather conditions during the hours of darkness The aircraft was named Philippine Clipper|
1943-01-22|15:15|Peru|Pan American Grace Airlines|9|S Santiago de Chile  Arequipa  Lima|McDonnell Douglas||15|11|4|14|10|4|0|The aircraft crashed into the Mt Chaparra in the Andes mountains while en route  Action of the pilot in continuing the flight on instruments in the overcast contrary to company flight procedure of which according to the evidence the pilot was aware|
1943-02-09|nan|other|British Overseas Airways|||other||21|||19|||0|Ran out of fuel|
1943-02-18|12:30|other|Private  Boeing Aircraft Company||Test flight|Boeing||10|0|10|10|0|10|20|Lost altitude struck power lines and crashed into a packing house after encountering an engine fire on a test flight|
1943-02-22|06:47|Portugal|Pan American World Airways|9035|New York  Hamilton  Horta  Lisbon  Marseille|Boeing||39|33|6|25|20|5|0|Crashed into the Tagus River in poor weather while attempting to land Inadvertent contact of the left wing tip of the aircraft with the water while making a descending turn preparatory to landing The aircraft was named the Yankee Clipper  Novelist Ben Robertson and singer actress Tamara Drasin 34 among those killed Actress Jane Froman seriously injured She later divorced her husband and married the copilot who had saved her life despite his own serious injury but they too divorced|
1943-03-11|nan|China|China National Aviation Corporation||Kunming  Assam|McDonnell Douglas|53.0|3|0|3|3|0|3|0|The cargo plane was caught in a downdraft in a mountain pass en route and crashed|
1943-03-13|nan|China|China National Aviation Corporation||Kunming  Dinjan|McDonnell Douglas|49.0|3|0|3|3|0|3|0|Disappeared over the Himalayas|
1943-03-27|05:15|Australia|Military  Royal Australian Air Force||Brisbane  Sydney|McDonnell Douglas||24|20|4|24|20|4|0|The aircraft taking off in darkness and poor visibility crashed in heavy timber and caught fire|
1943-04-04|01:40|other|British Overseas Airways||Stockholm Sweden  RAF Leuchars Scotland|Lockheed Martin||7|4|3|7|4|3|0|Shot down  by German fighters 30 miles from Skagen Denmark|
1943-04-22|20:00|Guinea|Qantas||Townsville  Port Moresby|Short Brothers||31|27|4|13|11|2|0|Stalled and crashed in poor weather into the water during an emergency landing on the open sea Broke up in heavy seas|
1943-06-01|11:00|France|British Overseas Airways|777|Lisbon  Bristol|McDonnell Douglas||17|13|4|17|13|4|0|Shot down by the German Air Force over the Bay of Biscay The last message received from the plane was it was being attacked by an enemy aircraft The aircraft had a Dutch crew British actor Leslie Howard 42 killed It has been speculated that the plane was attacked because the Germans believed that British Prime Minister Winston Churchill was aboard Other theories suggest the plane was targeted because several passengers including Howard were British spies|
1943-06-07|04:00|other|Military  US Army Air Forces||Pope Field  Maxton|McDonnell Douglas||20|16|4|20|16|4|0|Crashed in thunderstorm activity while attempting to land|
1943-06-08|00:55|other|Military  US Navy||Noumea  Sydney|McDonnell Douglas|12406.0|23|3|20|23|3|20|0|During the initial climb one engine failed While attempting an emergency landing the plane stalled and crashed|
1943-06-14|06:00|Australia|Military  US Army Air Forces||Mackay  Port Moresby|other|12406.0|41|35|6|40|34|6|0|The aircraft took off into ground fog and leveled off at an altitude of about 300 feet The plane stalled and crashed and exploded|
1943-06-16|nan|Sudan|British Overseas Airways|||Lockheed Martin||17|||17|||0||
1943-06-30|nan|Sudan|British Overseas Airways|||Lockheed Martin||16|||16|||0||
1943-07-04|23:00|other||||other||13|||12|||0|The flight bound for London crashed into the Mediterranean shortly after takeoff Wladyslaw Sikorski prime minister of the Polish government in exile killed|
1943-07-28|05:20|Ireland|British Overseas Airways||Lagos  Lisbon  Foynes|Short Brothers||25|18|7|10|9|1|0|The wing struck the side of a mountain as the crew descended from overcast conditions Pilot error The captain descended without obtaining bearings from the ground to determine his position accurately|
1943-07-28|22:43|other|American Airlines|63|Cleveland  Memphis|McDonnell Douglas||22|18|4|20|16|4|0|The aircraft crashed into trees while attempting to land in strong turbulence and violent downdrafts There was evidence that most of the occupants in the cabin were victims of suffocation or fire or both because of their inability to effect an exit from the aircraft Loss of control of the aircraft due to unusually severe turbulence and violent downdraft caused by a thunderstorm of unknown and unpredictable intensity|
1943-08-01|15:00|Oman|Military  US Army Air Forces||Bombing run|other||10|0|10|10|0|10|63|Crashed into a womens prison after being hit by antiaircraft fire while on a bombing run|
1943-08-07|05:20|Australia|Military  US Air Force||Townsville  Brisbane|McDonnell Douglas||27|23|4|27|23|4|0|Twenty minutes after taking off the aircraft crashed into Cleveland Bay several miles offshore|
1943-08-11|nan|China|China National Aviation Corporation|||McDonnell Douglas|48.0|3|0|3|3|0|3|0|The cargo plane was shot down by Japanese fighters|
1943-08-14|04:12|Greece|LATI|||other||17|13|4|17|13|4|0|While taking off the aircraft lost control and crashed offshore|
1943-08-27|09:00|Brazil|VASP||Sao Paulo  Rio de Janeiro|Junkers||21|18|3|18|18|3|0|Struck a Naval Academy building while attemptin to take off in heavy fog  The plane then broke in two and fell into the harbor The plane was named City of Rio de Janiero|
1943-08-27|23:41|other|AB Aerotransport||Aberdeen  Stockholm|McDonnell Douglas||7|3|4|7|3|4|0|Shot down by German military aircraft and crashed 70 km west of Hirsthals Denmark|
1943-09-10|16:00|other|Military  US Army Air Forces|||Boeing||22|0|22|22|0|22|0|Midair collision over the Gulf of Mexico while flying in formation Eleven killed on each plane|
1943-09-20|08:50|other|Military  US Army Air Forces||Maxton  Godman|McDonnell Douglas||25|21|4|25|21|4|0|Crashed into a wooded area after nearly colliding with a glider being towed by another aircraft  The evasive maneuver caused the aircraft to stall and crash|
1943-09-22|06:00|India|Military  US Army Air Forces|||McDonnell Douglas||20|15|5|20|15|5|0|Cashed into trees shortly after taking off|
1943-10-15|23:17|other|American Airlines|63|Nashville  Memphis|McDonnell Douglas||15|11|4|15|11|4|0|The aircraft struck the ground nosefirst in a vertical attitude while en route and was completely demolished by the impact Inability of the aircraft to gain or maintain altitude due to carburetor ice propeller ice or wing ice or some combination of these icing conditions while over terrain and in weather unsuitable for an emergency landing Weather conditions which had their nature been anticipated should have precluded the dispatch of the flight in an aircraft not equipped with wing or propeller deicing equipment|
1943-10-19|02:45|Canada|Military  Royal Canadian Air Force||Gander  MontJoli|other|3701.0|24|20|4|24|20|4|0|The plane crashed in a snowstorm on a cliff near the summit of Black Mountain 60 miles north of its destination Montreal The wreckage was located three years later|
1943-10-22|23:03|Sweden|AB Aerotransport||Aberdeen  Stockholm|McDonnell Douglas||15|12|3|13|12|3|0|Shot down by a Ju88 German military aircraft While attempting to ditch the plane the aircraft hit a cliff|
1943-10-22|20:20|Georgia|Military  US Army Air Forces|||McDonnell Douglas||20|15|5|20|15|5|0|Stalled when it was making a descending turn during a parachute exercise|United States
1943-11-05|22:45|Libya|British Overseas Airways||Cairo  Djerba  Poole|Short Brothers||19|10|9|19|10|9|0|Crashed after an Inflight fire started behind one of the engines|
1943-11-08|nan|India|Military  Indian Air Force|||other||1|||1|||37|Crashed into a village|
1943-11-19|nan|China|China National Aviation Corporation|||McDonnell Douglas|59.0|3|0|3|2|0|2|0|The cargo plane crashed short of the runway in poor weather conditions|
1943-11-19|nan|China|China National Aviation Corporation|||McDonnell Douglas|63.0|3|0|3|3|0|3|0|A navigational error caused the cargo plane to strike a mountain|
1943-11-26|04:15|Guinea|Qantas||Port Moresby  Townsville Queensland Australia|Lockheed Martin||15|11|4|15|11|4|0|Flew into a hill shortly after talking off from Wards Strip operated by Qantas for Allied Directorate of Air Transport|
1943-12-17|22:45|Scotland|British Overseas Airways||Stockholm  Leuchars|Lockheed Martin||10|7|3|10|7|3|0|Went out of control from cruising altiude and crashed into the sea Icing|
1943-12-18|nan|China|China National Aviation Corporation|||McDonnell Douglas|83.0|3|0|3|3|0|3|0|The cargo plane struck a mountain while attempting a goaround|
1943-12-19|09:20|Australia|Military  US Air Force||Townsville  Rockhampton  Brisbane|McDonnell Douglas||31|27|4|31|27|4|0|Crashed and exploded while en route|
1943-12-29|15:00|other|Military  US Army Air Forces  Military  US Army Air Forces||Wendover Field  Pocatello AAB|other||25|0|25|25|0|25|0|A midair collision occurred while on a crosscountry flight flying in formation Twelve kiled aboard 4207183 and thirteen aboard 427408 Faulty flying technique displayed by the pilot of 427183|
1944-01-15|13:45|other|Deutsche Lufthansa||Thessaloniki  Belgrade|Junkers||5|3|2|5|3|2|0|While approaching to land the aircraft was too low and hit a hill located 16 km east of the BelgradeZemun Airport|
1944-02-10|23:36|other|American Airlines|2|Little Rock  Memphis|McDonnell Douglas||24|21|3|24|21|3|0|The aircraft crashed into a river and sank 18 miles southwest of Memphis in a snowstorm while en route from Little Rock Cause undetermined|
1944-02-10|nan|Mozambique|DETA||Quelimane  Lourence Marques|Lockheed Martin||14|10|4|14|10|4|0|Crashed and burned while taking off|
1944-02-20|nan|China|China National Aviation Corporation|||McDonnell Douglas|75.0|2|0|2|2|0|2|0|The cargo plane flew into a mountain|
1944-02-21|17:10|Greece|Deutsche Lufthansa|||Junkers||16|13|3|16|13|3|0|After radioing they were returning  the plane went missing and was never found|
1944-03-22|nan|Guinea|Military  US Army||Port Moreaby  Nadzab|other||21|||21||||Disappeared while en route on a noncombat mission Wreckage found 39 years later on 4301983|
1944-04-06|15:48|other|Pan American World Airways||Nome  Fairbanks|other||6|3|3|6|3|3|0|Crashed shortly after takeoff in a snow storm Failure of the pilot to recognize his proximity to the ground due to heavy snow which entirely covered the terrain|
1944-04-17|nan|other|Deutsche Lufthansa||Vienna  Belgrade  Sofia  Thessaloniki  Athens|Junkers||7|4|3|5|4|1|0|Shot down by allied fighters|
1944-04-21|nan|Norway|Deutsche Lufthansa||Copenhagen  Oslo|McDonnell Douglas||20|17|3|9|6|3|0|Crashed  50 miles from its destination after a signal flare started an onboard fire causing the plane to ditch|
1944-04-25|nan|Canada|Military  Royal Air Force||Montreal Canada  European air base|other||16|11|5|16|11|5|0|Crashed into a row of houses shortly after taking off from Dorval Airport|
1944-05-26|nan|China|China National Aviation Corporation||Calcutta  Dinjan|McDonnell Douglas|82.0|12|9|3|12|9|3|0|While enroute the crew got lost and crashed into 22000 foot mountain in Tibet Bad weather prevented the pilot from getting a bearing on any radio station|
